23 88 	-18730
23 89 	-62469
0 30 	-48983
23 90 	143286
23 91 	-64017
23 92 	-19579
23 93 	-142246
0 31 	67816
23 94 	223373
23 95 	-63927
23 96 	57556
0 32 	91871
23 97 	81906
23 98 	73056
23 99 	-59965
0 33 	13316
23 100 	1645
23 101 	-18484
23 102 	67410
23 103 	-119914
0 34 	-30173
23 104 	6351
23 105 	25510
23 106 	42722
0 35 	152808
23 107 	-48479
23 108 	48064
23 109 	45107
0 36 	107646
23 110 	-72365
23 111 	-59864
23 112 	65392
0 37 	-35300
23 113 	19835
23 114 	-10074
23 115 	35342
0 38 	-128518
23 116 	-92335
23 117 	-15149
23 118 	55705
23 119 	-7449
0 39 	113633
23 120 	-12843
23 121 	130573
23 122 	57628
0 40 	-155286
23 123 	22129
23 124 	-59079
23 125 	-92205
23 126 	57828
0 41 	140469
23 127 	42588
23 128 	61517
23 129 	-5977
0 42 	74399
23 130 	-77640
23 131 	14061
23 132 	5954
0 43 	-45811
23 133 	-56908
23 134 	-22847
23 135 	391
0 44 	-24872
23 136 	2683
23 137 	36142
23 138 	23520
0 45 	14902
23 139 	-31114
23 140 	95292
23 141 	-43574
23 142 	-27362
0 46 	107322
23 143 	114247
23 144 	11704
23 145 	239873
0 47 	-26676
23 146 	95669
23 147 	1656
23 148 	22304
23 149 	-90445
0 48 	22613
23 150 	-38573
23 151 	-51784
23 152 	-1573
0 49 	61542
23 153 	70124
23 154 	-49980
23 155 	-57698
0 50 	29836
23 156 	11841
23 157 	-84186
23 158 	63134
23 159 	127769
0 51 	-31516
23 160 	-68295
23 161 	42452
23 162 	23326
0 52 	-178413
23 163 	-13506
23 164 	126940
1 38 	44676
24 0 	-3733
24 1 	40811
1 39 	111576
24 2 	-22207
24 3 	-57553
24 4 	-126477
24 5 	-10490
1 40 	-241577
24 6 	-22911
24 7 	-2533
24 8 	-60064
1 41 	86770
24 9 	11875
24 10 	-80768
24 11 	100850
1 42 	79917
24 12 	-113297
24 13 	-553
24 14 	-46568
24 15 	-150602
1 43 	-12209
24 16 	-200721
24 17 	-71352
24 18 	-140596
1 44 	-25850
24 19 	-10892
24 20 	-122943
24 21 	46964
1 45 	-72854
24 22 	-33971
24 23 	83533
24 24 	-39348
24 25 	13055
1 46 	144536
24 26 	32293
24 27 	11843
24 28 	83710
1 47 	40132
24 29 	91042
24 30 	29089
24 31 	84941
1 48 	67423
24 32 	46874
24 33 	50601
24 34 	-119492
24 35 	-32741
1 49 	1271
24 36 	14983
24 37 	30838
24 38 	67366
1 50 	143986
24 39 	-84001
24 40 	-28777
24 41 	218525
1 51 	-34395
24 42 	-22258
24 43 	10762
24 44 	-43237
1 52 	-35775
24 45 	39350
24 46 	44226
24 47 	65647
24 48 	39971
1 53 	96236
24 49 	60636
24 50 	-103679
24 51 	-39194
1 54 	111514
24 52 	-73258
24 53 	-27558
24 54 	10729
1 55 	46279
24 55 	-11685
24 56 	-110161
24 57 	-26172
24 58 	-7779
1 56 	151871
24 59 	-3202
24 60 	92136
24 61 	43513
1 57 	-28300
24 62 	-58516
24 63 	-30451
24 64 	43962
24 65 	38849
1 58 	124375
24 66 	-59578
24 67 	-12869
24 68 	-77877
1 59 	138445
24 69 	16997
24 70 	-66997
24 71 	93432
24 72 	-148
1 60 	-11249
24 73 	108064
24 74 	11877
24 75 	70492
1 61 	12895
24 76 	60950
24 77 	88049
24 78 	-47499
24 79 	129009
1 62 	-51843
24 80 	-83840
24 81 	-1046
24 82 	74047
1 63 	112339
24 83 	5228
24 84 	63039
24 85 	-19910
24 86 	-523
1 64 	56992
24 87 	-21950
24 88 	92389
24 89 	50369
1 65 	-173310
24 90 	7502
1 66 	-38021
1 67 	34228
22 0 	84526
22 1 	-76975
22 2 	-41156
1 68 	-41258
22 3 	-55189
22 4 	-59579
22 5 	-66519
22 6 	-72926
22 7 	-49068
22 8 	26986
22 9 	-106240
22 10 	-130063
22 11 	114001
22 12 	-70240
22 13 	-48357
22 14 	-37998
22 15 	16256
22 16 	15103
22 17 	127731
22 18 	-20714
22 19 	-209693
22 20 	-27298
22 21 	-47169
22 22 	105399
22 23 	44843
22 24 	57639
22 25 	37741
22 26 	90921
22 27 	61181
22 28 	-21325
25 0 	28029
25 1 	-26044
25 2 	-109246
25 3 	-76755
25 4 	-19692
25 5 	-12509
25 6 	36467
25 7 	74387
25 8 	-12424
25 9 	42647
25 10 	115823
25 11 	174891
25 12 	-21927
25 13 	-99640
25 14 	93182
25 15 	23946
25 16 	29404
25 17 	103186
25 18 	-48159
25 19 	60240
25 20 	-53681
25 21 	80403
25 22 	68969
25 23 	-71297
25 24 	-20969
25 25 	83740
25 26 	-118577
25 27 	13729
25 28 	-89390
25 29 	108625
25 30 	30654
25 31 	-103171
25 32 	61717
25 33 	-41161
25 34 	33728
25 35 	62952
25 36 	-28196
25 37 	26305
25 38 	122389
25 39 	-59157
25 40 	-73526
25 41 	155729
25 42 	-43910
25 43 	5093
25 44 	-44421
25 45 	19846
25 46 	-16507
25 47 	21410
25 48 	-161181
25 49 	54348
25 50 	31663
25 51 	-72915
25 52 	-136620
25 53 	57200
25 54 	-83542
25 55 	29395
25 56 	29659
25 57 	58239
25 58 	14342
25 59 	-2999
25 60 	-106441
25 61 	101707
25 62 	73242
25 63 	38996
0 53 	71657
25 64 	10502
25 65 	78453
0 54 	31737
25 66 	25216
0 55 	-3254
25 67 	62515
0 56 	75349
25 68 	-26421
0 57 	-54154
25 69 	63275
0 58 	-41556
25 70 	34064
0 59 	74710
25 71 	-12275
0 60 	-10327
25 72 	20563
0 61 	87976
25 73 	-77744
0 62 	4841
25 74 	-50455
0 63 	23312
25 75 	-55487
0 64 	-145060
25 76 	46080
0 65 	102332
25 77 	-59965
0 66 	-149555
25 78 	-51649
0 67 	33340
25 79 	-23825
0 68 	-61732
25 80 	159399
0 69 	4847
25 81 	45450
0 70 	52821
25 82 	-18273
0 71 	-38970
25 83 	-6893
0 72 	-103985
25 84 	201
0 73 	-60225
25 85 	24587
0 74 	-63932
25 86 	-73326
0 75 	-22405
25 87 	67134
0 76 	-2501
25 88 	6638
0 77 	-31073
25 89 	97001
0 78 	63459
25 90 	140158
0 79 	28558
25 91 	-15621
0 80 	-27992
25 92 	24515
0 81 	-115999
0 82 	-8318
0 83 	-56853
0 84 	31100
0 85 	-41081
0 86 	60332
0 87 	-29078
26 0 	-40717
0 88 	-16429
26 1 	118863
0 89 	-30172
26 2 	1012
0 90 	99178
26 3 	-35697
0 91 	13668
26 4 	-57053
0 92 	-78748
26 5 	30591
0 93 	22987
26 6 	862
0 94 	99974
26 7 	-81761
0 95 	17739
26 8 	2083
0 96 	-62551
26 9 	18781
0 97 	105697
26 10 	124303
0 98 	-80355
26 11 	-15130
0 99 	52202
26 12 	-114221
0 100 	21030
26 13 	16747
0 101 	-47345
26 14 	-51299
0 102 	-59224
26 15 	27103
0 103 	-49742
26 16 	-79954
26 17 	-34316
0 104 	187549
26 18 	31187
0 105 	-4638
26 19 	-5851
0 106 	15118
26 20 	-56508
0 107 	1286
26 21 	-138027
0 108 	-23388
26 22 	-72312
0 109 	97230
26 23 	16305
0 110 	-128711
26 24 	71527
0 111 	22697
26 25 	-30480
0 112 	-36291
26 26 	113361
0 113 	76021
26 27 	38683
0 114 	24583
26 28 	-106160
0 115 	88134
26 29 	12412
0 116 	138684
26 30 	14217
0 117 	-30763
26 31 	6852
0 118 	-1924
26 32 	54514
0 119 	41312
26 33 	-54600
0 120 	90649
26 34 	-71265
0 121 	-173374
26 35 	123712
0 122 	25045
26 36 	-23102
0 123 	-16142
26 37 	12634
0 124 	93022
26 38 	81179
0 125 	-27715
26 39 	81665
0 126 	81672
26 40 	-92605
0 127 	62767
26 41 	14213
26 42 	14404
0 128 	-23438
26 43 	-30455
0 129 	1733
26 44 	94130
0 130 	-8809
26 45 	55148
0 131 	-55937
26 46 	-38475
0 132 	86514
26 47 	-15290
0 133 	47149
26 48 	-82400
0 134 	101956
26 49 	-15368
0 135 	76613
26 50 	61653
0 136 	-46270
26 51 	67500
0 137 	-104422
26 52 	-19011
0 138 	-84591
26 53 	11938
0 139 	-114440
26 54 	-73788
0 140 	-71165
26 55 	6180
0 141 	-36039
26 56 	-3570
0 142 	-118454
26 57 	176347
0 143 	44984
26 58 	-1903
26 59 	56384
0 144 	46318
26 60 	-67878
0 145 	-47931
26 61 	-24174
0 146 	80346
26 62 	-33956
0 147 	97447
26 63 	31672
0 148 	174616
26 64 	15967
0 149 	44890
26 65 	108246
0 150 	34638
26 66 	-35938
0 151 	-25242
26 67 	66591
0 152 	-1429
26 68 	16259
26 69 	-16684
0 153 	-173215
26 70 	12240
0 154 	-77496
26 71 	-97413
0 155 	64042
26 72 	40399
0 156 	608
26 73 	58857
0 157 	-133301
26 74 	95636
0 158 	50167
26 75 	-48795
0 159 	26060
1 69 	122820
1 70 	-131190
1 71 	-37730
1 72 	-906
21 0 	-10390
1 73 	-18282
1 74 	-58179
21 1 	7078
1 75 	40134
21 2 	104387
1 76 	10969
21 3 	26419
1 77 	18391
21 4 	143169
1 78 	10775
21 5 	-10580
1 79 	-89274
21 6 	-83942
1 80 	88399
21 7 	-26889
1 81 	10753
21 8 	-70479
1 82 	19328
21 9 	59766
1 83 	-88288
21 10 	87026
1 84 	40006
21 11 	13569
1 85 	40996
21 12 	-71563
1 86 	-31240
21 13 	-13991
1 87 	55473
21 14 	-113520
1 88 	54594
21 15 	-5062
1 89 	63898
21 16 	-64876
1 90 	-26880
21 17 	25340
1 91 	-21174
21 18 	83163
1 92 	6577
21 19 	79848
1 93 	-25108
21 20 	63529
1 94 	20432
21 21 	-8315
1 95 	-149478
21 22 	-53860
1 96 	-42658
21 23 	-19673
1 97 	-79090
21 24 	9141
1 98 	124476
21 25 	35869
1 99 	32086
21 26 	-47748
1 100 	-86874
21 27 	140921
1 101 	-14688
21 28 	-108559
1 102 	-98182
21 29 	-30012
1 103 	67017
21 30 	33263
1 104 	-84103
21 31 	144455
1 105 	-41920
21 32 	-55378
1 106 	151063
21 33 	-54512
1 107 	-50411
21 34 	20087
1 108 	-51166
21 35 	11069
1 109 	39333
21 36 	-40111
1 110 	21497
21 37 	-47898
1 111 	-35168
21 38 	-74613
1 112 	-61057
21 39 	-112088
1 113 	54320
21 40 	-2808
1 114 	-104616
21 41 	110681
1 115 	-8991
21 42 	9257
1 116 	-67948
21 43 	84367
1 117 	-38007
21 44 	-24194
1 118 	37258
21 45 	-6460
1 119 	76684
21 46 	31483
1 120 	76922
21 47 	64403
1 121 	-67194
21 48 	-7938
1 122 	-66804
21 49 	26006
1 123 	56849
21 50 	-63326
1 124 	-90801
21 51 	24203
1 125 	23131
21 52 	10378
1 126 	116688
21 53 	-89608
1 127 	103884
21 54 	30528
1 128 	-26303
21 55 	-23846
1 129 	-40301
21 56 	-42766
1 130 	77016
21 57 	-158705
1 131 	-10589
21 58 	76457
1 132 	-91276
21 59 	-53304
1 133 	-111009
21 60 	15008
1 134 	-28442
21 61 	-47808
1 135 	26705
21 62 	-173885
1 136 	64781
21 63 	-200905
1 137 	-46394
21 64 	-21443
1 138 	75438
21 65 	154672
1 139 	123820
21 66 	-63646
1 140 	113607
21 67 	-111282
1 141 	-139209
21 68 	-49512
1 142 	35375
21 69 	-58096
1 143 	121751
21 70 	-28865
1 144 	-53002
21 71 	-134964
1 145 	-47492
21 72 	-64191
1 146 	-38528
21 73 	-13290
1 147 	-44457
21 74 	99875
1 148 	-73372
21 75 	-30756
1 149 	89868
21 76 	129157
1 150 	74438
21 77 	42398
1 151 	22281
21 78 	-13116
1 152 	-53768
21 79 	56477
1 153 	54655
21 80 	-6049
1 154 	-73641
21 81 	17609
1 155 	-91187
21 82 	-53076
1 156 	15271
21 83 	35190
1 157 	30155
21 84 	167329
1 158 	102158
21 85 	-63463
1 159 	77879
21 86 	67979
21 87 	19976
1 160 	34626
21 88 	-8496
1 161 	-81863
21 89 	-80895
1 162 	53187
21 90 	54644
1 163 	-68576
21 91 	5968
1 164 	68804
21 92 	38660
1 165 	-10247
21 93 	-126533
1 166 	-90517
21 94 	-38436
1 167 	-45152
21 95 	-73186
1 168 	30217
21 96 	137529
1 169 	-50897
21 97 	23171
1 170 	-143419
21 98 	-27924
1 171 	-44015
21 99 	12416
1 172 	106850
21 100 	-135132
1 173 	37666
21 101 	51530
1 174 	146074
21 102 	-68545
1 175 	-17602
21 103 	-7926
1 176 	70487
21 104 	13267
1 177 	-14209
21 105 	6343
1 178 	-52003
21 106 	171701
1 179 	-188316
21 107 	36493
1 180 	-16616
21 108 	3003
1 181 	80932
21 109 	-23725
1 182 	32638
21 110 	68135
1 183 	-14941
21 111 	-75957
1 184 	103708
21 112 	-57121
1 185 	-17244
21 113 	144730
1 186 	1190
21 114 	117
1 187 	-78819
21 115 	-56820
1 188 	-1436
21 116 	46250
1 189 	37341
21 117 	96782
1 190 	99274
21 118 	85890
1 191 	58142
21 119 	54732
1 192 	95706
21 120 	-112405
1 193 	-38838
21 121 	36056
1 194 	-73324
21 122 	35553
1 195 	-16220
21 123 	-44454
1 196 	92927
21 124 	-14834
1 197 	116896
21 125 	-60778
1 198 	-78754
21 126 	13650
1 199 	46164
21 127 	134018
1 200 	54848
21 128 	78607
1 201 	237485
21 129 	-52848
1 202 	11247
21 130 	45534
1 203 	-44532
21 131 	151193
1 204 	-23449
21 132 	28499
1 205 	-18202
21 133 	-13094
1 206 	-3324
21 134 	-20797
1 207 	10235
21 135 	35726
1 208 	72989
21 136 	58335
1 209 	-89120
21 137 	-65090
1 210 	29940
21 138 	109768
1 211 	24136
21 139 	-190872
1 212 	-36775
21 140 	68169
1 213 	-30080
21 141 	-137227
1 214 	-71662
21 142 	-59574
1 215 	-91621
21 143 	104985
1 216 	-933
21 144 	-57747
1 217 	2018
21 145 	31818
1 218 	-104983
21 146 	-1358
1 219 	-11166
21 147 	-81308
1 220 	92335
21 148 	-21360
1 221 	84094
21 149 	169952
1 222 	62116
21 150 	42883
1 223 	93723
21 151 	226223
1 224 	-69706
21 152 	61771
1 225 	22992
21 153 	13023
1 226 	-120359
21 154 	28472
1 227 	67040
21 155 	-64718
1 228 	117795
21 156 	-1637
1 229 	-34821
21 157 	-15609
1 230 	179466
21 158 	-77066
1 231 	58670
21 159 	-108940
1 232 	44206
21 160 	86752
1 233 	82664
21 161 	22487
1 234 	-83903
21 162 	-103318
1 235 	-42587
21 163 	94145
1 236 	-32184
21 164 	1344
1 237 	-112395
21 165 	-10005
1 238 	92420
21 166 	799
1 239 	-84126
21 167 	49400
1 240 	-5226
21 168 	4483
1 241 	46525
21 169 	-6245
1 242 	-30219
21 170 	65994
1 243 	-80060
21 171 	73211
1 244 	56448
21 172 	9770
1 245 	31706
21 173 	-90587
1 246 	21792
27 0 	-89423
27 1 	12408
2 0 	-77021
27 2 	52033
2 1 	-88311
27 3 	25763
2 2 	-20405
27 4 	14576
2 3 	-111138
27 5 	109741
2 4 	11012
27 6 	9923
2 5 	29641
27 7 	4623
2 6 	49408
27 8 	122500
2 7 	161932
27 9 	-102355
2 8 	-66091
27 10 	-99670
2 9 	-35337
27 11 	42471
2 10 	-70469
27 12 	26171
2 11 	82221
27 13 	122988
2 12 	51199
27 14 	140435
2 13 	-43579
27 15 	83254
2 14 	60059
27 16 	55662
2 15 	-14701
27 17 	11844
27 18 	-176075
2 16 	47669
27 19 	-113258
2 17 	51672
27 20 	-26674
2 18 	-25013
27 21 	69095
2 19 	14125
27 22 	33770
2 20 	-66316
27 23 	-16225
2 21 	31407
27 24 	-44851
2 22 	86024
27 25 	-17665
2 23 	49672
27 26 	81413
2 24 	-32098
27 27 	46767
2 25 	-28149
27 28 	107345
2 26 	-105013
27 29 	105398
2 27 	-185565
27 30 	49794
2 28 	9072
27 31 	-8049
2 29 	-50758
27 32 	40939
2 30 	26440
27 33 	-3936
2 31 	-110642
27 34 	-41174
2 32 	75793
27 35 	-90842
2 33 	-37453
27 36 	65333
2 34 	90296
27 37 	-75124
2 35 	30948
27 38 	-44052
2 36 	4114
27 39 	27301
2 37 	83457
27 40 	42975
2 38 	43947
27 41 	-98461
2 39 	16523
27 42 	30277
2 40 	-64145
27 43 	-100020
2 41 	-16350
27 44 	39941
2 42 	-51227
27 45 	-12474
2 43 	-42034
27 46 	57009
2 44 	-102767
27 47 	157472
2 45 	22661
27 48 	72906
2 46 	65820
27 49 	-49787
2 47 	7129
27 50 	-14058
27 51 	20484
2 48 	62551
27 52 	43583
2 49 	-7742
27 53 	20548
2 50 	44674
27 54 	-11456
2 51 	-18676
27 55 	-30041
2 52 	14129
27 56 	-9863
2 53 	16835
27 57 	115751
2 54 	22419
27 58 	-42156
2 55 	13040
27 59 	-5182
2 56 	-80192
27 60 	-139230
2 57 	31151
27 61 	40382
2 58 	6470
27 62 	-120323
2 59 	-572
27 63 	70584
2 60 	80012
27 64 	152774
2 61 	20093
27 65 	96426
2 62 	35193
27 66 	20719
2 63 	36678
27 67 	-98418
2 64 	-111038
27 68 	-39769
2 65 	-93838
27 69 	191482
2 66 	-59131
27 70 	-115594
2 67 	117171
27 71 	21358
2 68 	54435
27 72 	59311
2 69 	5185
27 73 	956
2 70 	-82264
27 74 	4592
2 71 	85860
27 75 	81567
2 72 	63858
27 76 	31762
2 73 	79178
27 77 	-39441
2 74 	31026
27 78 	15828
2 75 	154021
27 79 	117078
2 76 	-5725
27 80 	-3406
2 77 	-45103
27 81 	-50832
2 78 	-132939
27 82 	-85057
2 79 	12546
27 83 	-26986
2 80 	-8406
27 84 	91591
2 81 	13639
27 85 	24716
2 82 	60097
27 86 	-130299
2 83 	-91709
27 87 	32248
2 84 	-108936
27 88 	18446
2 85 	32219
27 89 	-22329
2 86 	27684
27 90 	8708
2 87 	118298
27 91 	83769
2 88 	-5491
27 92 	3059
2 89 	53382
27 93 	-8547
2 90 	-79883
27 94 	35544
2 91 	14604
27 95 	190823
2 92 	72935
27 96 	-100099
2 93 	102196
27 97 	15095
2 94 	-3231
27 98 	16493
2 95 	60193
27 99 	1926
2 96 	-2799
27 100 	45044
2 97 	-90049
27 101 	25678
2 98 	-35172
27 102 	9265
2 99 	-166088
27 103 	-21743
2 100 	60279
27 104 	18390
2 101 	-137367
27 105 	-18321
2 102 	-8592
27 106 	-101673
2 103 	3801
27 107 	-138211
2 104 	31580
27 108 	-73350
2 105 	45750
27 109 	100540
2 106 	30402
27 110 	102676
2 107 	158000
27 111 	-42369
2 108 	53936
27 112 	48652
2 109 	20632
27 113 	15239
2 110 	-94668
27 114 	113235
2 111 	48273
27 115 	-56842
2 112 	-32561
27 116 	-90871
2 113 	43354
27 117 	797
2 114 	-121088
27 118 	99987
2 115 	3062
27 119 	2092
2 116 	59487
27 120 	-13065
2 117 	67872
27 121 	-96191
2 118 	-78297
27 122 	19406
2 119 	-65320
27 123 	43524
2 120 	3086
27 124 	211629
2 121 	85259
27 125 	13279
2 122 	-154857
27 126 	-25917
2 123 	81590
27 127 	61192
2 124 	-58828
27 128 	-92656
2 125 	-12701
27 129 	-90560
2 126 	115960
27 130 	91207
2 127 	43232
27 131 	-38420
2 128 	-34794
27 132 	-36240
2 129 	17799
27 133 	45340
2 130 	142884
27 134 	-52509
2 131 	-54738
27 135 	-7487
2 132 	-65402
27 136 	-24622
2 133 	135948
27 137 	21118
2 134 	37841
27 138 	-24087
2 135 	-134629
27 139 	142818
27 140 	108431
2 136 	32081
27 141 	26828
2 137 	163494
27 142 	-28800
2 138 	-21268
27 143 	-5178
2 139 	31437
27 144 	98887
2 140 	-111837
27 145 	-62352
2 141 	32193
27 146 	45837
2 142 	-30697
27 147 	-59147
2 143 	63243
27 148 	-158769
2 144 	536
27 149 	29098
2 145 	-35196
27 150 	-3330
2 146 	98358
27 151 	-100417
2 147 	26824
27 152 	-17479
2 148 	55521
27 153 	-44315
2 149 	19344
27 154 	-20439
2 150 	-55638
27 155 	-25186
27 156 	92684
27 157 	-22474
27 158 	74291
27 159 	148383
27 160 	29541
27 161 	-15164
27 162 	-48348
27 163 	53529
27 164 	-73841
27 165 	116636
27 166 	-192805
27 167 	9281
27 168 	-30108
27 169 	-114281
27 170 	164237
27 171 	112308
27 172 	-22558
28 0 	-23600
28 1 	-2492
28 2 	89715
28 3 	53691
28 4 	-6516
28 5 	41894
28 6 	75323
28 7 	-111051
28 8 	-3494
28 9 	-688
28 10 	59854
28 11 	-825
28 12 	45835
28 13 	-3241
28 14 	-6252
28 15 	94281
28 16 	57050
28 17 	68981
28 18 	48501
28 19 	23872
28 20 	-41882
28 21 	-6271
28 22 	105089
28 23 	82038
28 24 	91897
28 25 	27131
28 26 	-106618
28 27 	95169
28 28 	-23639
28 29 	47252
28 30 	72325
28 31 	38137
28 32 	-36168
28 33 	-117746
28 34 	-47476
28 35 	44041
28 36 	-24032
28 37 	-20329
28 38 	-40736
28 39 	96662
28 40 	-22325
28 41 	-63629
28 42 	15470
28 43 	144896
28 44 	-6445
28 45 	-127670
28 46 	39462
28 47 	-45833
28 48 	-6818
28 49 	14446
28 50 	9786
28 51 	-27849
28 52 	97014
28 53 	101721
28 54 	88805
28 55 	67791
28 56 	-103790
28 57 	-106530
28 58 	30435
28 59 	-34528
28 60 	-60171
28 61 	-105485
28 62 	101786
28 63 	-102489
28 64 	-22721
28 65 	-9219
28 66 	-18782
28 67 	121281
28 68 	53079
28 69 	-43114
28 70 	63055
28 71 	-20979
28 72 	-55212
28 73 	37750
28 74 	-24460
28 75 	-10746
28 76 	116955
28 77 	-53130
28 78 	47841
28 79 	-100536
28 80 	19528
28 81 	17376
28 82 	-90731
28 83 	-29787
28 84 	35546
28 85 	21907
28 86 	6917
28 87 	126506
28 88 	16291
28 89 	-103656
28 90 	78760
28 91 	15241
28 92 	109497
28 93 	135154
28 94 	100372
28 95 	1365
28 96 	84826
28 97 	71784
28 98 	-81834
28 99 	-155796
28 100 	29936
28 101 	-43183
28 102 	-10813
28 103 	-6367
28 104 	56447
3 0 	11338
28 105 	145995
28 106 	60127
3 1 	100960
28 107 	105576
3 2 	-106499
28 108 	38414
3 3 	-98530
28 109 	-136365
3 4 	43309
28 110 	59832
3 5 	33792
28 111 	25823
3 6 	-58091
28 112 	8302
3 7 	-9540
28 113 	66751
3 8 	64119
28 114 	51032
3 9 	9147
28 115 	-83870
3 10 	-81865
28 116 	-48418
3 11 	58546
28 117 	-60768
3 12 	-53183
28 118 	46241
3 13 	9576
28 119 	-26135
3 14 	-74824
28 120 	13869
3 15 	52141
28 121 	80190
3 16 	65318
28 122 	-25706
3 17 	50382
28 123 	132737
3 18 	18725
28 124 	68718
3 19 	81282
28 125 	-55972
3 20 	51758
28 126 	46662
3 21 	-109380
28 127 	4100
3 22 	-74879
28 128 	4707
3 23 	-11364
28 129 	97552
28 130 	101331
3 24 	-27221
28 131 	-122871
3 25 	28274
28 132 	84872
3 26 	-1417
28 133 	89645
3 27 	-65895
28 134 	-92236
3 28 	1129
28 135 	-4871
3 29 	-75256
28 136 	-31563
3 30 	10323
28 137 	10019
3 31 	-6844
28 138 	-46615
3 32 	-36785
28 139 	45409
3 33 	-11652
28 140 	66756
3 34 	39551
28 141 	-126064
3 35 	-105463
28 142 	-73690
3 36 	-71533
28 143 	71770
3 37 	-40600
28 144 	87837
3 38 	35178
28 145 	122983
3 39 	-122630
28 146 	68284
3 40 	-23952
28 147 	54807
3 41 	-16419
28 148 	13147
3 42 	31639
28 149 	-28150
3 43 	4832
28 150 	94914
3 44 	-88782
28 151 	-42662
3 45 	8645
28 152 	86212
3 46 	-100653
28 153 	139634
3 47 	44023
28 154 	-41155
28 155 	61992
3 48 	12954
28 156 	21167
3 49 	-8958
28 157 	-14351
3 50 	22017
28 158 	137640
3 51 	-34331
28 159 	71487
3 52 	-9518
28 160 	91600
3 53 	-174062
28 161 	-77184
3 54 	70835
28 162 	-193395
3 55 	26148
28 163 	143284
3 56 	51686
28 164 	-92666
3 57 	-46470
28 165 	-53553
3 58 	49555
28 166 	40780
3 59 	-52823
28 167 	-31866
3 60 	-34180
28 168 	59721
3 61 	23456
28 169 	805
3 62 	-131608
28 170 	-59528
3 63 	-4185
28 171 	101645
3 64 	-81317
28 172 	-100632
3 65 	22384
28 173 	-62474
3 66 	-14395
28 174 	52302
3 67 	-19735
28 175 	-34936
3 68 	37176
28 176 	26531
3 69 	-86663
28 177 	84069
3 70 	-6392
28 178 	3192
3 71 	41345
28 179 	-41876
3 72 	-25802
28 180 	38609
3 73 	150716
28 181 	-75097
3 74 	101405
28 182 	-164017
3 75 	-49552
28 183 	-56804
3 76 	-37191
28 184 	103920
3 77 	115072
3 78 	-74172
3 79 	135310
3 80 	-81835
3 81 	67498
3 82 	50597
3 83 	-5057
3 84 	-20442
3 85 	74580
3 86 	-83676
3 87 	4457
3 88 	40668
3 89 	-33848
3 90 	14132
3 91 	40784
3 92 	59678
3 93 	59500
3 94 	36209
3 95 	-87833
3 96 	-66564
3 97 	39300
3 98 	60618
3 99 	80477
3 100 	-21519
3 101 	57427
3 102 	58355
3 103 	-145912
3 104 	150421
3 105 	95608
3 106 	47618
3 107 	14290
3 108 	-33497
3 109 	-40093
3 110 	-7044
